,0
26888,1
26889,1
26890,2
26891,2
26892,3
26893,1
26894,2
26895,4
26896,1
26897,5
26898,1
26899,5
26900,1
26901,1
26902,1
26903,1
26904,2
26905,5
26906,1
26907,5
26908,4
26909,4
26910,1
26911,1
26912,3
26913,4
26914,1
26915,5
26916,4
26917,1
26918,4
26919,1
26920,2
26921,5
26922,2
26923,3
26924,3
26925,4
26926,1
26927,2
26928,4
26929,1
26930,2
26931,3
26932,5
26933,1
26934,2
26935,2
26936,1
26937,3
26938,5
26939,2
26940,3
26941,4
26942,1
26943,3
26944,5
26945,5
26946,2
26947,2
26948,1
26949,4
26950,1
26951,3
26952,2
26953,4
26954,2
26955,5
26956,1
26957,2
26958,4
26959,2
26960,1
26961,2
26962,4
26963,2
26964,2
26965,2
26966,5
26967,4
26968,4
26969,1
26970,2
26971,2
26972,2
26973,2
26974,5
26975,5
26976,2
26977,2
26978,3
26979,2
26980,2
26981,2
26982,5
26983,4
26984,2
26985,4
26986,3
26987,2
26988,2
26989,4
26990,4
26991,2
26992,4
26993,2
26994,2
26995,2
26996,5
26997,2
26998,1
26999,1
27000,2
27001,2
27002,3
27003,5
27004,2
27005,2
27006,2
27007,4
27008,1
27009,4
27010,2
27011,1
27012,1
27013,2
27014,5
27015,4
27016,4
27017,2
27018,2
27019,2
27020,2
27021,2
27022,0
27023,0
27024,2
27025,2
27026,2
27027,2
27028,2
27029,0
27030,2
27031,1
27032,5
27033,2
27034,0
27035,0
27036,6
27037,6
27038,2
27039,2
27040,0
27041,0
27042,0
27043,2
27044,0
27045,2
27046,1
27047,2
27048,2
27049,2
27050,6
27051,2
27052,0
27053,0
27054,2
27055,2
27056,6
27057,2
27058,2
27059,2
27060,0
27061,2
27062,4
27063,0
27064,0
27065,2
27066,2
27067,2
27068,0
27069,0
27070,0
27071,2
27072,0
27073,5
27074,0
27075,0
27076,0
27077,2
27078,0
27079,0
27080,2
27081,2
27082,2
27083,4
27084,0
27085,0
27086,0
27087,2
27088,5
27089,2
27090,1
27091,0
27092,2
27093,0
27094,0
27095,2
27096,2
27097,2
27098,0
27099,5
27100,0
27101,2
27102,4
27103,2
27104,2
27105,2
27106,2
27107,6
27108,0
27109,2
27110,4
27111,2
27112,4
27113,0
27114,0
27115,3
27116,0
27117,5
27118,0
27119,2
27120,2
27121,3
27122,4
27123,3
27124,2
27125,2
27126,2
27127,2
27128,2
27129,2
27130,1
27131,4
27132,2
27133,2
27134,1
27135,0
27136,2
27137,2
27138,2
27139,5
27140,3
27141,2
27142,2
27143,4
27144,4
27145,2
27146,3
27147,0
27148,2
27149,5
27150,2
27151,2
27152,3
27153,5
27154,2
27155,4
27156,5
27157,3
27158,2
27159,4
27160,1
27161,2
27162,4
27163,5
27164,5
27165,2
27166,3
27167,1
27168,2
27169,5
27170,4
27171,4
27172,2
27173,4
27174,4
27175,5
27176,5
27177,2
27178,2
27179,2
27180,2
27181,4
27182,2
27183,2
27184,2
27185,4
27186,2
27187,2
27188,6
27189,2
27190,2
27191,5
27192,4
27193,3
27194,4
27195,5
27196,2
27197,2
27198,1
27199,5
27200,2
27201,2
27202,2
27203,5
27204,2
27205,2
27206,1
27207,5
27208,5
27209,2
27210,1
27211,4
27212,2
27213,2
27214,2
27215,2
27216,1
27217,5
27218,1
27219,5
27220,5
27221,3
27222,5
27223,4
27224,2
27225,2
27226,5
27227,1
27228,2
27229,5
27230,5
27231,4
27232,1
27233,0
27234,5
27235,1
27236,1
27237,4
27238,1
27239,5
27240,2
27241,1
27242,1
27243,5
27244,4
27245,3
27246,5
27247,4
27248,4
27249,1
27250,4
27251,5
27252,1
27253,5
27254,1
27255,5
27256,4
27257,4
27258,5
27259,5
27260,1
27261,5
27262,4
27263,1
27264,5
27265,4
27266,1
27267,2
27268,6
27269,4
27270,3
27271,3
27272,4
27273,1
27274,1
27275,2
27276,5
27277,2
27278,2
27279,2
27280,1
27281,4
27282,5
27283,5
27284,1
27285,2
27286,2
27287,2
27288,4
27289,1
27290,2
27291,1
27292,0
27293,4
27294,1
27295,4
27296,2
27297,4
27298,4
27299,5
27300,5
27301,4
27302,2
27303,5
27304,5
27305,5
27306,3
27307,4
27308,6
27309,5
27310,3
27311,5
27312,5
27313,6
27314,4
27315,3
27316,4
27317,4
27318,4
27319,6
27320,4
27321,4
27322,2
27323,6
27324,5
27325,3
27326,1
27327,4
27328,4
27329,4
27330,5
27331,2
27332,4
27333,4
27334,2
27335,5
27336,2
27337,2
27338,5
27339,4
27340,4
27341,4
27342,4
27343,2
27344,5
27345,2
27346,5
27347,5
27348,6
27349,5
27350,4
27351,3
27352,2
27353,5
27354,5
27355,3
27356,4
27357,4
27358,4
27359,2
27360,5
27361,4
27362,3
27363,5
27364,5
27365,2
27366,3
27367,5
27368,5
27369,5
27370,2
27371,5
27372,6
27373,4
27374,4
27375,4
27376,5
27377,5
27378,3
27379,5
27380,5
27381,5
27382,5
27383,4
27384,4
27385,6
27386,4
27387,2
27388,5
27389,5
27390,4
27391,6
27392,5
27393,5
27394,4
27395,5
27396,4
27397,2
27398,5
27399,2
27400,4
27401,4
27402,2
27403,4
27404,5
27405,5
27406,4
27407,6
27408,2
27409,2
27410,0
27411,5
27412,5
27413,5
27414,5
27415,4
27416,4
27417,2
27418,5
27419,5
27420,2
27421,5
27422,4
27423,0
27424,5
27425,4
27426,5
27427,4
27428,4
27429,4
27430,5
27431,5
27432,5
27433,6
27434,2
27435,4
27436,6
27437,5
27438,2
27439,1
27440,4
27441,4
27442,5
27443,5
27444,2
27445,5
27446,4
27447,2
27448,4
27449,6
27450,2
27451,4
27452,5
27453,2
27454,4
27455,3
27456,5
27457,6
27458,6
27459,2
27460,5
27461,5
27462,5
27463,5
27464,4
27465,4
27466,6
27467,4
27468,5
27469,0
27470,3
27471,4
27472,2
27473,2
27474,5
27475,5
27476,5
27477,2
27478,2
27479,5
27480,2
27481,3
27482,2
27483,4
27484,5
27485,4
27486,1
27487,2
27488,2
27489,6
27490,3
27491,1
27492,2
27493,4
27494,2
27495,5
27496,2
27497,4
27498,1
27499,2
27500,6
27501,2
27502,1
27503,1
27504,2
27505,2
27506,1
27507,4
27508,2
27509,6
27510,2
27511,2
27512,4
27513,1
27514,2
27515,4
27516,4
27517,2
27518,5
27519,4
27520,4
27521,4
27522,2
27523,2
27524,5
27525,3
27526,2
27527,5
27528,5
27529,4
27530,4
27531,3
27532,2
27533,5
27534,2
27535,2
27536,4
27537,2
27538,3
27539,1
27540,5
27541,2
27542,2
27543,4
27544,2
27545,6
27546,1
27547,4
27548,4
27549,0
27550,2
27551,5
27552,1
27553,5
27554,5
27555,1
27556,4
27557,4
27558,5
27559,5
27560,4
27561,4
27562,4
27563,1
27564,5
27565,4
27566,1
27567,5
27568,1
27569,3
27570,5
27571,4
27572,5
27573,4
27574,5
27575,5
27576,5
27577,5
27578,5
27579,1
27580,4
27581,5
27582,0
27583,5
27584,5
27585,1
27586,3
27587,4
27588,4
27589,5
27590,5
27591,3
27592,1
27593,1
27594,5
27595,4
27596,5
27597,4
27598,1
27599,1
27600,4
27601,5
27602,1
27603,5
27604,5
27605,1
27606,1
27607,5
27608,4
27609,1
27610,1
27611,5
27612,1
27613,5
27614,4
27615,1
27616,1
27617,1
27618,5
27619,1
27620,0
27621,5
27622,3
27623,4
27624,5
27625,1
27626,4
27627,1
27628,1
27629,1
27630,3
27631,2
27632,4
27633,1
27634,3
27635,1
27636,4
27637,1
27638,1
27639,4
27640,4
27641,4
27642,1
27643,1
27644,1
27645,4
27646,4
27647,5
27648,5
27649,4
27650,2
27651,2
27652,2
27653,2
27654,6
27655,5
27656,3
27657,2
27658,3
27659,2
27660,1
27661,1
27662,1
27663,2
27664,3
27665,1
27666,3
27667,2
27668,2
27669,2
27670,1
27671,1
27672,5
27673,2
27674,2
27675,1
27676,2
27677,2
27678,2
27679,1
27680,1
27681,1
27682,5
27683,2
27684,1
27685,1
27686,3
27687,3
27688,2
27689,2
27690,5
27691,3
27692,1
27693,2
27694,3
27695,1
27696,1
27697,3
27698,1
27699,3
27700,2
27701,1
27702,5
27703,3
27704,3
27705,2
27706,1
27707,5
27708,2
27709,2
27710,1
27711,2
27712,1
27713,2
27714,1
27715,5
27716,1
27717,2
27718,1
27719,2
27720,1
27721,5
27722,2
27723,2
27724,1
27725,2
27726,2
27727,3
27728,2
27729,1
27730,2
27731,1
27732,3
27733,2
27734,1
27735,2
27736,5
27737,5
27738,2
27739,1
27740,1
27741,3
27742,1
27743,3
27744,3
27745,5
27746,2
27747,4
27748,4
27749,5
27750,1
27751,5
27752,5
27753,1
27754,6
27755,1
27756,1
27757,4
27758,4
27759,1
27760,4
27761,5
27762,2
27763,2
27764,5
27765,4
27766,5
27767,1
27768,5
27769,1
27770,1
27771,1
27772,1
27773,3
27774,5
27775,3
27776,5
27777,4
27778,1
27779,5
27780,1
27781,4
27782,5
27783,5
27784,5
27785,4
27786,1
27787,5
27788,4
27789,1
27790,4
27791,5
27792,1
27793,1
27794,1
27795,1
27796,4
27797,1
27798,1
27799,6
27800,2
27801,5
27802,5
27803,1
27804,6
27805,1
27806,4
27807,5
27808,4
27809,2
27810,2
27811,2
27812,2
27813,2
27814,2
27815,2
27816,2
27817,2
27818,2
27819,2
27820,2
27821,2
27822,4
27823,4
27824,2
27825,2
27826,2
27827,2
27828,5
27829,4
27830,4
27831,3
27832,5
27833,5
27834,4
27835,4
27836,2
27837,2
27838,2
27839,4
27840,4
27841,5
27842,2
27843,5
27844,5
27845,2
27846,6
27847,2
27848,4
27849,2
27850,4
27851,2
27852,2
27853,4
27854,2
27855,4
27856,5
27857,3
27858,4
27859,5
27860,4
27861,1
27862,3
27863,6
27864,2
27865,2
27866,4
27867,5
27868,4
27869,5
27870,1
27871,2
27872,1
27873,5
27874,1
27875,6
27876,2
27877,1
27878,2
27879,4
27880,2
27881,4
27882,2
27883,2
27884,2
27885,2
27886,2
27887,4
27888,6
27889,3
27890,2
27891,2
27892,2
27893,2
27894,4
27895,4
27896,2
27897,2
27898,2
27899,2
27900,4
27901,2
27902,2
27903,5
27904,5
27905,2
27906,2
27907,2
27908,2
27909,4
27910,2
27911,4
27912,2
27913,4
27914,4
27915,2
27916,2
27917,4
27918,2
27919,2
27920,4
27921,6
27922,2
27923,2
27924,2
27925,2
27926,2
27927,2
27928,2
27929,2
27930,2
27931,3
27932,2
27933,2
27934,4
27935,2
27936,2
27937,2
27938,4
27939,2
27940,2
27941,2
27942,2
27943,2
27944,4
27945,2
27946,2
27947,2
27948,2
27949,4
27950,4
27951,5
27952,2
27953,2
27954,1
27955,2
27956,2
27957,2
27958,2
27959,4
27960,1
27961,2
27962,3
27963,4
27964,6
27965,2
27966,1
27967,5
27968,2
27969,2
27970,1
27971,4
27972,2
27973,2
27974,6
27975,1
27976,2
27977,1
27978,2
27979,2
27980,2
27981,1
27982,4
27983,2
27984,2
27985,5
27986,2
27987,3
27988,2
27989,2
27990,4
27991,2
27992,2
27993,2
27994,2
27995,1
27996,1
27997,5
27998,2
27999,2
28000,5
28001,2
28002,4
28003,1
28004,2
28005,2
28006,2
28007,2
28008,4
28009,2
28010,2
28011,2
28012,2
28013,2
28014,1
28015,1
28016,1
28017,2
28018,2
28019,4
28020,1
28021,2
28022,2
28023,2
28024,2
28025,1
28026,1
28027,2
28028,2
28029,2
28030,1
28031,3
28032,1
28033,1
28034,2
28035,1
28036,1
28037,4
28038,5
28039,3
28040,2
28041,3
28042,2
28043,3
28044,1
28045,3
28046,1
28047,2
28048,2
28049,5
28050,1
28051,1
28052,1
28053,1
28054,5
28055,1
28056,2
28057,2
28058,1
28059,6
28060,5
28061,4
28062,5
28063,1
28064,4
28065,4
28066,5
28067,5
28068,2
28069,5
28070,5
28071,1
28072,2
28073,4
28074,4
28075,2
28076,4
28077,4
28078,1
28079,5
28080,4
28081,1
28082,2
28083,1
28084,5
28085,6
28086,4
28087,5
28088,1
28089,3
28090,3
28091,5
28092,2
28093,5
28094,2
28095,5
28096,3
28097,5
28098,2
28099,4
28100,1
28101,5
28102,1
28103,1
28104,2
28105,2
28106,2
28107,2
28108,2
28109,4
28110,2
28111,2
28112,2
28113,2
28114,0
28115,2
28116,2
28117,3
28118,2
28119,2
28120,5
28121,2
28122,4
28123,2
28124,5
28125,2
28126,3
28127,2
28128,2
28129,2
28130,2
28131,2
28132,2
28133,2
28134,2
28135,0
28136,1
28137,2
28138,2
28139,2
28140,2
28141,5
28142,2
28143,2
28144,2
28145,2
28146,2
28147,2
28148,2
28149,0
28150,2
28151,2
28152,6
28153,2
28154,1
28155,2
28156,2
28157,2
28158,2
28159,2
28160,3
28161,2
28162,2
28163,6
28164,2
28165,6
28166,2
28167,2
28168,2
28169,2
28170,5
28171,5
28172,2
28173,2
28174,4
28175,5
28176,2
28177,2
28178,2
28179,2
28180,2
28181,2
28182,2
28183,2
28184,2
28185,2
28186,2
28187,2
28188,2
28189,4
28190,4
28191,3
28192,2
28193,3
28194,2
28195,2
28196,2
28197,2
28198,2
28199,2
28200,2
28201,2
28202,2
28203,2
28204,2
28205,5
28206,4
28207,5
28208,4
28209,5
28210,6
28211,2
28212,4
28213,4
28214,4
28215,2
28216,2
28217,5
28218,1
28219,5
28220,2
28221,1
28222,1
28223,2
28224,4
28225,1
28226,2
28227,4
28228,5
28229,2
28230,0
28231,3
28232,2
28233,4
28234,1
28235,1
28236,1
28237,5
28238,6
28239,4
28240,5
28241,1
28242,2
28243,5
28244,5
28245,4
28246,6
28247,4
28248,5
28249,1
28250,1
28251,2
28252,4
28253,5
28254,1
28255,5
28256,4
28257,4
28258,2
28259,1
28260,4
28261,5
28262,1
28263,6
28264,6
28265,5
28266,5
28267,3
28268,5
28269,4
28270,2
28271,2
28272,4
28273,5
28274,6
28275,5
28276,6
28277,5
28278,4
28279,2
28280,5
28281,0
28282,2
28283,4
28284,5
28285,3
28286,6
28287,2
28288,4
28289,4
28290,1
28291,4
28292,6
28293,5
28294,3
28295,5
28296,6
28297,0
28298,3
28299,0
28300,4
28301,5
28302,1
28303,1
28304,1
28305,2
28306,2
28307,1
28308,1
28309,2
28310,3
28311,1
28312,5
28313,3
28314,1
28315,4
28316,2
28317,1
28318,1
28319,3
28320,3
28321,5
28322,5
28323,5
28324,1
28325,1
28326,2
28327,1
28328,5
28329,2
28330,1
28331,2
28332,1
28333,2
28334,1
28335,2
28336,3
28337,1
28338,1
28339,2
28340,1
28341,2
28342,3
28343,5
28344,3
28345,4
28346,5
28347,1
28348,3
28349,2
28350,5
28351,4
28352,1
28353,5
28354,1
28355,2
28356,6
28357,2
28358,1
28359,2
28360,1
28361,1
28362,1
28363,4
28364,1
28365,1
28366,1
28367,3
28368,5
28369,1
28370,2
28371,5
28372,1
28373,1
28374,1
28375,1
28376,1
28377,3
28378,3
28379,2
28380,1
28381,1
28382,1
28383,2
28384,3
28385,5
28386,1
28387,5
28388,1
28389,1
28390,5
28391,6
28392,3
28393,3
28394,3
28395,1
28396,2
28397,2
28398,3
28399,1
28400,1
28401,1
28402,2
28403,5
28404,2
28405,3
28406,1
28407,1
28408,1
28409,2
28410,3
28411,2
28412,2
28413,2
28414,2
28415,5
28416,2
28417,1
28418,1
28419,1
28420,1
28421,2
28422,1
28423,2
28424,5
28425,3
28426,1
28427,2
28428,5
28429,1
28430,1
28431,2
28432,2
28433,3
28434,1
28435,1
28436,1
28437,1
28438,1
28439,1
28440,3
28441,3
28442,2
28443,4
28444,3
28445,5
28446,4
28447,1
28448,3
28449,1
28450,3
28451,1
28452,2
28453,2
28454,2
28455,3
28456,5
28457,4
28458,2
28459,1
28460,2
28461,1
28462,1
28463,2
28464,1
28465,1
28466,2
28467,1
28468,5
28469,1
28470,2
28471,1
28472,3
28473,2
28474,2
28475,5
28476,2
28477,2
28478,1
28479,6
28480,2
28481,2
28482,1
28483,2
28484,1
28485,2
28486,2
28487,1
28488,2
28489,2
28490,1
28491,1
28492,2
28493,6
28494,1
28495,1
28496,1
28497,1
28498,3
28499,2
28500,2
28501,1
28502,3
28503,2
28504,2
28505,2
28506,2
28507,2
28508,2
28509,2
28510,5
28511,5
28512,1
28513,1
28514,3
28515,2
28516,3
28517,1
28518,2
28519,2
28520,2
28521,1
28522,1
28523,5
28524,1
28525,1
28526,2
28527,1
28528,1
28529,1
28530,3
28531,6
28532,1
28533,6
28534,2
28535,1
28536,1
28537,2
28538,1
28539,1
28540,1
28541,1
28542,2
28543,1
28544,2
28545,3
28546,1
28547,1
28548,2
28549,2
28550,2
28551,4
28552,2
28553,1
28554,2
28555,5
28556,3
28557,2
28558,5
28559,1
28560,2
28561,2
28562,5
28563,1
28564,1
28565,1
28566,3
28567,2
28568,4
28569,4
28570,5
28571,4
28572,1
28573,2
28574,2
28575,5
28576,4
28577,1
28578,5
28579,2
28580,4
28581,3
28582,1
28583,2
28584,1
28585,5
28586,1
28587,2
28588,3
28589,3
28590,3
28591,4
28592,1
28593,1
28594,2
28595,4
28596,1
28597,3
28598,1
28599,3
28600,2
28601,5
28602,2
28603,5
28604,3
28605,3
28606,3
28607,1
28608,3
28609,6
28610,1
28611,1
28612,4
28613,4
28614,2
28615,2
28616,1
28617,4
28618,1
28619,1
28620,5
28621,1
28622,3
28623,4
28624,1
28625,4
28626,1
28627,1
28628,1
28629,1
28630,5
28631,2
28632,1
28633,4
28634,5
28635,5
28636,6
28637,4
28638,1
28639,3
28640,5
28641,4
28642,4
28643,1
28644,4
28645,5
28646,5
28647,1
28648,5
28649,1
28650,1
28651,4
28652,5
28653,4
28654,2
28655,5
28656,5
28657,5
28658,4
28659,4
28660,5
28661,1
28662,4
28663,1
28664,2
28665,1
28666,3
28667,2
28668,1
28669,5
28670,4
28671,2
28672,2
28673,1
28674,1
28675,2
28676,2
28677,2
28678,1
28679,5
28680,4
28681,2
28682,2
28683,3
28684,1
28685,4
28686,2
28687,2
28688,1
28689,2
28690,5
28691,6
28692,1
28693,6
28694,2
28695,2
28696,1
28697,2
28698,1
28699,1
28700,2
28701,2
28702,1
28703,2
28704,2
28705,3
28706,3
28707,1
28708,1
28709,2
28710,1
28711,2
28712,1
28713,1
28714,3
28715,1
28716,1
28717,3
28718,2
28719,2
28720,3
28721,3
28722,2
28723,2
28724,1
28725,1
28726,2
28727,1
28728,1
28729,4
28730,2
28731,2
28732,1
28733,1
28734,2
28735,1
28736,5
28737,3
28738,5
28739,2
28740,2
28741,1
28742,2
28743,3
28744,1
28745,2
28746,1
28747,1
28748,2
28749,6
28750,2
28751,5
28752,2
28753,2
28754,1
28755,3
28756,1
28757,1
28758,1
28759,2
28760,1
28761,3
28762,2
28763,1
28764,2
28765,2
28766,3
28767,3
28768,2
28769,2
28770,3
28771,1
28772,2
28773,4
28774,1
28775,1
28776,1
28777,1
28778,5
28779,1
28780,2
28781,3
28782,3
28783,2
28784,1
28785,2
28786,1
28787,3
28788,1
28789,1
28790,1
28791,3
28792,2
28793,5
28794,3
28795,2
28796,2
28797,2
28798,1
28799,5
28800,5
28801,3
28802,2
28803,5
28804,0
28805,5
28806,5
28807,4
28808,4
28809,1
28810,5
28811,2
28812,4
28813,5
28814,5
28815,4
28816,1
28817,4
28818,5
28819,4
28820,1
28821,4
28822,1
28823,4
28824,2
28825,4
28826,4
28827,4
28828,5
28829,2
28830,5
28831,1
28832,2
28833,5
28834,3
28835,4
28836,2
28837,1
28838,4
28839,6
28840,4
28841,5
28842,2
28843,4
28844,1
28845,5
28846,4
28847,4
28848,6
28849,5
28850,1
28851,6
28852,1
28853,1
28854,4
28855,3
28856,2
28857,5
28858,5
28859,5
28860,4
28861,5
28862,1
28863,4
28864,6
28865,4
28866,2
28867,5
28868,1
28869,1
28870,6
28871,5
28872,2
28873,0
28874,3
28875,3
28876,4
28877,5
28878,2
28879,2
28880,1
28881,4
28882,5
28883,4
28884,6
28885,3
28886,1
28887,3
28888,2
28889,0
28890,5
28891,1
28892,2
28893,1
28894,1
28895,2
28896,6
28897,2
28898,5
28899,2
28900,3
28901,6
28902,2
28903,0
28904,4
28905,0
28906,1
28907,5
28908,1
28909,6
28910,5
28911,2
28912,4
28913,4
28914,1
28915,2
28916,5
28917,4
28918,6
28919,1
28920,2
28921,4
28922,5
28923,3
28924,1
28925,5
28926,3
28927,6
28928,3
28929,2
28930,2
28931,1
28932,1
28933,4
28934,2
28935,2
28936,4
28937,6
28938,3
28939,2
28940,2
28941,6
28942,2
28943,2
28944,3
28945,4
28946,4
28947,2
28948,5
28949,3
28950,1
28951,2
28952,5
28953,1
28954,3
28955,2
28956,2
28957,2
28958,5
28959,1
28960,6
28961,5
28962,1
28963,2
28964,1
28965,6
28966,1
28967,3
28968,6
28969,3
28970,6
28971,4
28972,2
28973,4
28974,6
28975,1
28976,3
28977,1
28978,3
28979,6
28980,5
28981,6
28982,1
28983,5
28984,3
28985,2
28986,1
28987,2
28988,1
28989,1
28990,2
28991,1
28992,1
28993,2
28994,1
28995,2
28996,3
28997,5
28998,2
28999,6
29000,3
29001,3
29002,2
29003,1
29004,2
29005,3
29006,1
29007,1
29008,1
29009,2
29010,3
29011,1
29012,3
29013,2
29014,2
29015,1
29016,2
29017,2
29018,2
29019,2
29020,1
29021,3
29022,2
29023,3
29024,1
29025,1
29026,1
29027,1
29028,3
29029,1
29030,2
29031,1
29032,5
29033,3
29034,2
29035,2
29036,1
29037,1
29038,1
29039,1
29040,1
29041,1
29042,4
29043,1
29044,5
29045,1
29046,1
29047,5
29048,1
29049,1
29050,1
29051,1
29052,1
29053,1
29054,2
29055,1
29056,1
29057,3
29058,1
29059,5
29060,1
29061,6
29062,2
29063,3
29064,1
29065,2
29066,2
29067,1
29068,4
29069,3
29070,1
29071,2
29072,2
29073,1
29074,1
29075,2
29076,1
29077,3
29078,1
29079,2
29080,2
29081,1
29082,2
29083,2
29084,2
29085,2
29086,2
29087,2
29088,1
29089,2
29090,1
29091,2
29092,1
29093,1
29094,1
29095,1
29096,1
29097,2
29098,3
29099,2
29100,2
29101,2
29102,3
29103,2
29104,2
29105,1
29106,2
29107,2
29108,3
29109,1
29110,2
29111,2
29112,1
29113,2
29114,1
29115,5
29116,5
29117,1
29118,1
29119,2
29120,1
29121,2
29122,2
29123,2
29124,1
29125,2
29126,3
29127,1
29128,4
29129,5
29130,1
29131,1
29132,5
29133,1
29134,2
29135,3
29136,4
29137,5
29138,5
29139,1
29140,1
29141,2
29142,3
29143,4
29144,4
29145,5
29146,1
29147,4
29148,4
29149,5
29150,5
29151,5
29152,1
29153,4
29154,4
29155,5
29156,5
29157,1
29158,2
29159,3
29160,1
29161,1
29162,6
29163,2
29164,5
29165,5
29166,1
29167,3
29168,5
29169,1
29170,1
29171,1
29172,1
29173,3
29174,1
29175,2
29176,1
29177,2
29178,1
29179,4
29180,3
29181,1
29182,3
29183,1
29184,2
29185,1
29186,5
29187,1
29188,2
29189,2
29190,4
29191,3
29192,3
29193,1
29194,1
29195,5
29196,3
29197,3
29198,5
29199,5
29200,2
29201,2
29202,2
29203,2
29204,2
29205,1
29206,3
29207,1
29208,1
29209,2
29210,3
29211,3
29212,1
29213,4
29214,0
29215,4
29216,4
29217,1
29218,0
29219,1
29220,4
29221,0
29222,4
29223,0
29224,1
29225,4
29226,0
29227,2
29228,1
29229,2
29230,0
29231,4
29232,2
29233,0
29234,4
29235,5
29236,4
29237,5
29238,4
29239,5
29240,4
29241,1
29242,4
29243,2
29244,3
29245,5
29246,0
29247,3
29248,1
29249,0
29250,4
29251,0
29252,2
29253,1
29254,6
29255,1
29256,2
29257,1
29258,1
29259,2
29260,2
29261,3
29262,1
29263,2
29264,5
29265,1
29266,1
29267,2
29268,1
29269,2
29270,4
29271,3
29272,4
29273,1
29274,5
29275,4
29276,1
29277,3
29278,5
29279,5
29280,5
29281,5
29282,2
29283,0
29284,6
29285,1
29286,4
29287,3
29288,5
29289,0
29290,2
29291,4
29292,1
29293,4
29294,5
29295,3
29296,2
29297,5
29298,3
29299,4
29300,3
29301,1
29302,1
29303,4
29304,5
29305,4
29306,1
29307,1
29308,1
29309,2
29310,1
29311,5
29312,5
29313,1
29314,5
29315,3
29316,2
29317,2
29318,4
29319,1
29320,2
29321,5
29322,2
29323,6
29324,2
29325,2
29326,6
29327,4
29328,5
29329,4
29330,6
29331,1
29332,1
29333,1
29334,3
29335,3
29336,1
29337,2
29338,6
29339,5
29340,1
29341,1
29342,5
29343,1
29344,1
29345,5
29346,1
29347,4
29348,2
29349,2
29350,5
29351,6
29352,1
29353,2
29354,3
29355,5
29356,1
29357,4
29358,3
29359,1
29360,3
29361,1
29362,1
29363,4
29364,6
29365,5
29366,1
29367,3
29368,5
29369,3
29370,2
29371,1
29372,4
29373,6
29374,1
29375,2
29376,1
29377,2
29378,1
29379,5
29380,5
29381,1
29382,1
29383,3
29384,1
29385,2
29386,6
29387,1
29388,1
29389,4
29390,2
29391,2
29392,2
29393,5
29394,1
29395,3
29396,2
29397,1
29398,5
29399,5
29400,1
29401,3
29402,5
29403,1
29404,6
29405,2
29406,2
29407,1
29408,1
29409,1
29410,4
29411,2
29412,2
29413,2
29414,3
29415,2
29416,1
29417,3
29418,2
29419,1
29420,2
29421,3
29422,1
29423,1
29424,1
29425,2
29426,3
29427,2
29428,1
29429,1
29430,2
29431,1
29432,1
29433,1
29434,3
29435,5
29436,5
29437,2
29438,6
29439,3
29440,1
29441,1
29442,3
29443,3
29444,1
29445,1
29446,1
29447,6
29448,3
29449,2
29450,1
29451,2
29452,2
29453,5
29454,0
29455,2
29456,1
29457,3
29458,1
29459,3
29460,1
29461,1
29462,1
29463,1
29464,1
29465,5
29466,3
29467,5
29468,1
29469,1
29470,3
29471,1
29472,1
29473,4
29474,2
29475,1
29476,1
29477,2
29478,2
29479,1
29480,5
29481,1
29482,3
29483,1
29484,5
29485,2
29486,3
29487,3
29488,4
29489,5
29490,2
29491,5
29492,4
29493,2
29494,1
29495,1
29496,1
29497,1
29498,5
29499,2
29500,2
29501,1
29502,1
29503,2
29504,3
29505,1
29506,1
29507,1
29508,4
29509,1
29510,1
29511,4
29512,3
29513,1
29514,5
29515,5
29516,5
29517,1
29518,5
29519,4
29520,1
29521,5
29522,5
29523,5
29524,1
29525,5
29526,5
29527,3
29528,5
29529,2
29530,5
29531,1
29532,1
29533,3
29534,1
29535,1
29536,5
29537,4
29538,5
29539,1
29540,5
29541,1
29542,5
29543,5
29544,6
29545,5
29546,3
29547,1
29548,1
29549,3
29550,4
29551,5
29552,1
29553,4
29554,3
29555,4
29556,5
29557,2
29558,5
29559,4
29560,5
29561,1
29562,1
29563,2
29564,0
29565,4
29566,1
29567,5
29568,5
29569,1
29570,2
29571,4
29572,6
29573,5
29574,5
29575,1
29576,1
29577,1
29578,4
29579,1
29580,2
29581,4
29582,0
29583,5
29584,5
29585,3
29586,5
29587,4
29588,4
29589,6
29590,3
29591,5
29592,2
29593,4
29594,1
29595,5
29596,1
29597,2
29598,0
29599,5
29600,5
29601,3
29602,4
29603,0
29604,4
29605,4
29606,5
29607,1
29608,5
29609,1
29610,1
29611,4
29612,5
29613,0
29614,1
29615,4
29616,4
29617,2
29618,4
29619,1
29620,4
29621,4
29622,4
29623,3
29624,2
29625,4
29626,4
29627,5
29628,4
29629,4
29630,4
29631,5
29632,4
29633,1
29634,4
29635,4
29636,1
29637,1
29638,1
29639,5
29640,1
29641,4
29642,4
29643,6
29644,1
29645,5
29646,5
29647,1
29648,1
29649,5
29650,5
29651,4
29652,4
29653,5
29654,4
29655,4
29656,4
29657,6
29658,4
29659,2
29660,1
29661,1
29662,5
29663,5
29664,0
29665,1
29666,5
29667,4
29668,5
29669,4
29670,5
29671,1
29672,1
29673,5
29674,4
29675,4
29676,4
29677,5
29678,1
29679,4
29680,4
29681,5
29682,5
29683,3
29684,4
29685,1
29686,1
